axis,axis_title,score,n_sent,date,channel,hq,layer,relevance,stance,title,quote,url,file
E,서사–수치 괴리 — 효과가 통계적으로만 존재하거나 실질 크기가 미미한 사례,10.5,3,,Dust - Transform how work gets done.,KW,(미분류),ax_core,anti_washing,"AI Agents: getting to 90%, the AI adoption playbook for Enterprise",그리고 우리는 지금까지 진행해 온 대부분의 시범 사업에서 이러한 현상을 목격했습니다,https://www.youtube.com/watch?v=01NYw3PzqiI,"transcripts/2026-07-28/AI_Agents_getting_to_90%,_the_AI_adoption_playbook_for_Enter__01NYw3PzqiI.md"
E,서사–수치 괴리 — 효과가 통계적으로만 존재하거나 실질 크기가 미미한 사례,10.5,3,2026-07-09,Schneider Electric,FR,인프라·칩·전력,ax_core,anti_washing,"Is there an ROI in industrial AI? The truth behind data, automation, and value in CPG manufacturing",그리고 우리는 이미 이러한 제조업체 대부분이 여전히 시범 단계에 있다는 점에 대해 이야기했습니다,https://www.youtube.com/watch?v=2cJD3hlyu6g,"transcripts/channels/Schneider_Electric/Is_there_an_ROI_in_industrial_AI_The_truth_behind_data,_auto__2cJD3hlyu6g.md"
E,서사–수치 괴리 — 효과가 통계적으로만 존재하거나 실질 크기가 미미한 사례,10.5,3,2026-07-09,Schneider Electric,FR,인프라·칩·전력,ax_core,anti_washing,"Is there an ROI in industrial AI? The truth behind data, automation, and value in CPG manufacturing",연구 결과에 따르면 대부분의 제조업체는 여전히 시범 운영을 진행 중입니다,https://www.youtube.com/watch?v=2cJD3hlyu6g,"transcripts/channels/Schneider_Electric/Is_there_an_ROI_in_industrial_AI_The_truth_behind_data,_auto__2cJD3hlyu6g.md"
E,서사–수치 괴리 — 효과가 통계적으로만 존재하거나 실질 크기가 미미한 사례,10.5,3,2026-07-09,Schneider Electric,FR,인프라·칩·전력,ax_core,anti_washing,"Is there an ROI in industrial AI? The truth behind data, automation, and value in CPG manufacturing",그래서 제조업체들은 시범 단계에 머무르는 경향이 있습니다 .,https://www.youtube.com/watch?v=2cJD3hlyu6g,"transcripts/channels/Schneider_Electric/Is_there_an_ROI_in_industrial_AI_The_truth_behind_data,_auto__2cJD3hlyu6g.md"
E,서사–수치 괴리 — 효과가 통계적으로만 존재하거나 실질 크기가 미미한 사례,8.0,2,2026-02-23,Accenture,IE,엔터프라이즈 앱,ax_core,anti_washing,Top Banking Trends 2026 - Unconstrained Banking | Accenture,"제가 보기에는 많은 사람들이 실제로 무엇을 해야 하고 비용을 어떻게 절감해야 하는지 정확히 알고 있으며, 시범 단계에서는 잘 작동하고 있지만, 두려움 때문에 규모를 확대하지 못하고 있습니다",https://www.youtube.com/watch?v=MWvdwSD3ZRc,transcripts/channels/Accenture/Top_Banking_Trends_2026_-_Unconstrained_Banking_Accenture__MWvdwSD3ZRc.md
E,서사–수치 괴리 — 효과가 통계적으로만 존재하거나 실질 크기가 미미한 사례,8.0,2,2026-02-23,Accenture,IE,엔터프라이즈 앱,ax_core,anti_washing,Top Banking Trends 2026 - Unconstrained Banking | Accenture,"과학 박람회 시범 운영 단계에 영원히 머물러 있는 은행들의 특징은 합의를 도출하려 애쓰지만, 누군가 ""아니오""라고 말하면 결국 실패한다는 점입니다",https://www.youtube.com/watch?v=MWvdwSD3ZRc,transcripts/channels/Accenture/Top_Banking_Trends_2026_-_Unconstrained_Banking_Accenture__MWvdwSD3ZRc.md
E,서사–수치 괴리 — 효과가 통계적으로만 존재하거나 실질 크기가 미미한 사례,7.0,2,2025-09-26,Zapier,,,,,How Zapier Runs AI Hack Week | Real Examples of AI Transformation at Work,"Um, and what we're seeing out in the world and when we talk to lots of customers is most AI pilots are are failing right now.",https://www.youtube.com/watch?v=e1pk34c3oYU,transcripts/channels/Zapier/How_Zapier_Runs_AI_Hack_Week_Real_Examples_of_AI_Transformat__e1pk34c3oYU.md
E,서사–수치 괴리 — 효과가 통계적으로만 존재하거나 실질 크기가 미미한 사례,7.0,2,2025-09-26,Zapier,,,,,How Zapier Runs AI Hack Week | Real Examples of AI Transformation at Work,"Um, and and really more than most, almost all AI pilots are failing.",https://www.youtube.com/watch?v=e1pk34c3oYU,transcripts/channels/Zapier/How_Zapier_Runs_AI_Hack_Week_Real_Examples_of_AI_Transformat__e1pk34c3oYU.md
E,서사–수치 괴리 — 효과가 통계적으로만 존재하거나 실질 크기가 미미한 사례,7.0,2,2026-07-09,AWS Events,,,,,NYC Executive Forum 2026 - Leading Transformation When Technology Won’t Wait,"하지만 지금은 제가 마지막으로 확인했을 때 30개가 넘는 파일럿 프로젝트를 진행 중이고, 그중 75% 정도는 의도적으로 실패할 겁니다",https://www.youtube.com/watch?v=-7VeuZfH0DM,transcripts/channels/AWS_Events/NYC_Executive_Forum_2026_-_Leading_Transformation_When_Techn__-7VeuZfH0DM.md
E,서사–수치 괴리 — 효과가 통계적으로만 존재하거나 실질 크기가 미미한 사례,7.0,2,2026-07-09,AWS Events,,,,,NYC Executive Forum 2026 - Leading Transformation When Technology Won’t Wait,"대부분의 파일럿 프로젝트와 PC는 애플리케이션 개발 수명 주기의 일부로, ' 이걸 조금 해보고 나서 다른 걸 해보자' 하는 식이었죠",https://www.youtube.com/watch?v=-7VeuZfH0DM,transcripts/channels/AWS_Events/NYC_Executive_Forum_2026_-_Leading_Transformation_When_Techn__-7VeuZfH0DM.md
E,서사–수치 괴리 — 효과가 통계적으로만 존재하거나 실질 크기가 미미한 사례,7.0,2,2025-09-12,Cohere,CA,파운데이션 모델,ax_adjacent,anti_washing,Jiafei Duan  - Towards Robotics Foundation Models that Can Reason,"그리고 로봇 포인트에 대한 몇 가지 실증적인 결과를 말씀드리자면 , 이 프로젝트를 처음 시작했을 당시에는 2D 이미지에서 포인팅 성능이 얼마나 좋은지를 평가하는 기준이 전혀 없었던 것 같습니다",https://www.youtube.com/watch?v=SMyKLczNP-s,transcripts/channels/Cohere/Jiafei_Duan_-_Towards_Robotics_Foundation_Models_that_Can_Re__SMyKLczNP-s.md
E,서사–수치 괴리 — 효과가 통계적으로만 존재하거나 실질 크기가 미미한 사례,7.0,2,2025-09-12,Cohere,CA,파운데이션 모델,ax_adjacent,anti_washing,Jiafei Duan  - Towards Robotics Foundation Models that Can Reason,이를 실증적으로 평가하기 위해 실패 감지를 위한 세 가지 데이터 세트를 살펴보았습니다,https://www.youtube.com/watch?v=SMyKLczNP-s,transcripts/channels/Cohere/Jiafei_Duan_-_Towards_Robotics_Foundation_Models_that_Can_Re__SMyKLczNP-s.md
E,서사–수치 괴리 — 효과가 통계적으로만 존재하거나 실질 크기가 미미한 사례,7.0,2,,메타코드M,KW,(미분류),ax_core,anti_washing,"In the era of AI transformation (AX), we'll teach you everything about AX in just 30 minutes - [A...",좀 더 객관적이고 이런 부분이 있고 윤리나 규제 대응 지금 당장 POC나 성과 보는 것도 체감하는 것도 어려운데 윤리나 규제를 지금 보기에는 제한된다라고 생각하시는 분이 많습니다,https://www.youtube.com/watch?v=ErviFf8I6K4,"transcripts/2026-07-18/In_the_era_of_AI_transformation_(AX),_we'll_teach_you_everyt__ErviFf8I6K4.md"
E,서사–수치 괴리 — 효과가 통계적으로만 존재하거나 실질 크기가 미미한 사례,7.0,2,,메타코드M,KW,(미분류),ax_core,anti_washing,"In the era of AI transformation (AX), we'll teach you everything about AX in just 30 minutes - [A...",그리고 대부분 기업들이 POC나 파일럿 비종이 조금 더 더 많은 상태 초기 단계가 조금 많고요,https://www.youtube.com/watch?v=ErviFf8I6K4,"transcripts/2026-07-18/In_the_era_of_AI_transformation_(AX),_we'll_teach_you_everyt__ErviFf8I6K4.md"
E,서사–수치 괴리 — 효과가 통계적으로만 존재하거나 실질 크기가 미미한 사례,4.5,1,2026-06-12,Snowflake,US,데이터·컨텍스트·거버넌스,ax_core,anti_washing,The 2026 Snowflake Startup Challenge Finale with Three Visionary Teams,"But today, enterprises are stuck spending millions on AI talent, running pilots that never scale and stitching point products that don't talk to each other.",https://www.youtube.com/watch?v=Nm9JhTrcREQ,transcripts/channels/Snowflake/The_2026_Snowflake_Startup_Challenge_Finale_with_Three_Visio__Nm9JhTrcREQ.md
E,서사–수치 괴리 — 효과가 통계적으로만 존재하거나 실질 크기가 미미한 사례,4.5,1,2025-09-22,Zapier,,,,,AI Transformation AMA for HR Leaders,So first a lot of folks asked over like hey like generally speaking what have the ingredients been so far for you know scaled AI adoption within uh Zapier and you know it really got Wade and I thinking about kind of the present state more broadly like all of our organizations you may have seen for example recently a study that showed that 95% of AI pilots are failing and when I don't know about you Wade but I saw that I wasn't actually surprised and I wasn't surprised for the two reasons that we wrote up on the right hand side uh of the the screen right now.,https://www.youtube.com/watch?v=lYOR4pgVdb0,transcripts/channels/Zapier/AI_Transformation_AMA_for_HR_Leaders__lYOR4pgVdb0.md
E,서사–수치 괴리 — 효과가 통계적으로만 존재하거나 실질 크기가 미미한 사례,4.5,1,2022-08-18,Pinecone,US,데이터·컨텍스트·거버넌스,ax_core,neutral,Vector Search in Retail ft. Jacob Zweig (Strong) and Mark Moyou (NVIDIA),"Um, and, uh, make sure that you're you're not kind of stuck at that POC phase with something that's not going to scale.",https://www.youtube.com/watch?v=rVqNBYTpDLw,transcripts/channels/Pinecone/Vector_Search_in_Retail_ft._Jacob_Zweig_(Strong)_and_Mark_Mo__rVqNBYTpDLw.md
E,서사–수치 괴리 — 효과가 통계적으로만 존재하거나 실질 크기가 미미한 사례,4.5,1,,삼성SDS and KASMO 인공지능혁신추진단,KW,(미분류),ax_core,anti_washing,제조업 AX의 골든 타임 ⏰ 중요한 것은 AI 도입보다 이것?! 📢 IT슈다 EP. 제조,근데 만나본 대부분의 고객들이 P나 파일럿 이런 것들은 이제 진행을 다해 본 상태고 그리고 현재는 AX 전담 조직까지 이제 구성을 해서 좀 확산을 하려고 하고 있는데 이게 잘 확산이 잘 안 되고 있어요,https://www.youtube.com/watch?v=iAbE9YXnbqA,transcripts/2026-07-18/제조업_AX의_골든_타임_⏰_중요한_것은_AI_도입보다_이것!_📢_IT슈다_EP._제조__iAbE9YXnbqA.md
E,서사–수치 괴리 — 효과가 통계적으로만 존재하거나 실질 크기가 미미한 사례,3.5,1,,AppsTek Corp,KW,(미분류),ax_core,neutral,The Right Way to Adopt AI in the Enterprise,AI 프로젝트의 79%는 시범 운영 단계에서 바로 실패로 끝납니다,https://www.youtube.com/watch?v=CeNDLolroGM,transcripts/2026-07-21/The_Right_Way_to_Adopt_AI_in_the_Enterprise__CeNDLolroGM.md
E,서사–수치 괴리 — 효과가 통계적으로만 존재하거나 실질 크기가 미미한 사례,3.5,1,,Nasdaq,KW,(미분류),ax_core,anti_washing,Where the Gaps Exist With Enterprise AI Adoption,"그리고 앞서 제기하신 ROI 질문을 생각해 보면, 아직 충분한 ROI를 확보하지 못한 이유 중 하나는 조직 전체에 걸쳐 수많은 개념 증명(Proof of Concept)이 진행되고 있고, 전형적인 멱법칙 분포를 따르고 있기 때문이라고 생각합니다",https://www.youtube.com/watch?v=cE4ppGayicY,transcripts/2026-07-21/Where_the_Gaps_Exist_With_Enterprise_AI_Adoption__cE4ppGayicY.md
E,서사–수치 괴리 — 효과가 통계적으로만 존재하거나 실질 크기가 미미한 사례,3.5,1,,Matt Song,KW,(미분류),ax_core,anti_washing,AX(AI전환)의 현황과 추진방향,하나라도 빠지게 되면 파일럿이나 TF 상태에서 멈추게 됩니다,https://www.youtube.com/watch?v=ksXsgaS0cGg,transcripts/2026-07-27/AX(AI전환)의_현황과_추진방향__ksXsgaS0cGg.md
E,서사–수치 괴리 — 효과가 통계적으로만 존재하거나 실질 크기가 미미한 사례,3.5,1,,테크소피(TechSophy),,,,,5조 원을 쓰고도 AI 도입에 실패한 진짜 이유 (95%가 놓친 것) [1편],MIT 난다 이니셔티브의 2025년 보고서에 따르면 AI 파일럿 프로젝트의 95%가 손익에 측정 가능한 영향을 미치지 못했습니다,https://www.youtube.com/watch?v=wFMVz2U02ek,transcripts/2026-08-03/5조_원을_쓰고도_AI_도입에_실패한_진짜_이유_(95%가_놓친_것)_[1편]__wFMVz2U02ek.md
E,서사–수치 괴리 — 효과가 통계적으로만 존재하거나 실질 크기가 미미한 사례,3.5,1,,궁금한 식품이야기,KW,(미분류),ax_core,anti_washing,AI 도입한 식품기업 80%가 실패하는 이유,"첫째, AI 도입한 식품 기업들이 왜 파일럿 단계에서 멈추는지.",https://www.youtube.com/watch?v=XqPO3lW_HKQ,transcripts/2026-08-03/AI_도입한_식품기업_80%가_실패하는_이유__XqPO3lW_HKQ.md
E,서사–수치 괴리 — 효과가 통계적으로만 존재하거나 실질 크기가 미미한 사례,3.5,1,,ERP Suites | JD Edwards Insights,,,,,Enterprise AI: From Big Uncertainty to Massive ROI,"1950년대부터 1970년대까지 시범적으로 사용되었던 신경망 기능을 활용하여 심층 분석을 수행하고, 이전에는 볼 수 없었던 역동적이고 심오한 통찰력과 패턴 및 정보를 제공하고 있습니다 .",https://www.youtube.com/watch?v=FmcULDfEgvM,transcripts/2026-08-03/Enterprise_AI_From_Big_Uncertainty_to_Massive_ROI__FmcULDfEgvM.md
E,서사–수치 괴리 — 효과가 통계적으로만 존재하거나 실질 크기가 미미한 사례,3.5,1,,AI Engineer,,,,,"The Production AI Playbook: Deploying Agents at Enterprise Scale — Sandipan Bhaumik, Databricks",그들은 6개월 동안 약 8만 5천 달러를 들여 개념 증명(POC)을 시도했지만 성공하지 못했습니다,https://www.youtube.com/watch?v=ObTPqBGsEbA,transcripts/2026-08-03/The_Production_AI_Playbook_Deploying_Agents_at_Enterprise_Sc__ObTPqBGsEbA.md
E,서사–수치 괴리 — 효과가 통계적으로만 존재하거나 실질 크기가 미미한 사례,3.5,1,2026-07-29,Salesforce,US,엔터프라이즈 앱,ax_core,neutral,Enterprise Agentic AI Architecture Explained with Tiff in Tech,"[음악] 이는 인간, 자율 에이전트, 그리고 귀사가 이미 매일 사용하는 도구들이 [음악] 개발 단계에만 머무르는 멋진 시범 프로젝트가 아닌, 실제 운영에 바로 적용 가능한 결과물을 제공할 수 있도록 격차를 해소합니다 .",https://www.youtube.com/watch?v=XjQfm2618t4,transcripts/channels/Salesforce/Enterprise_Agentic_AI_Architecture_Explained_with_Tiff_in_Te__XjQfm2618t4.md
E,서사–수치 괴리 — 효과가 통계적으로만 존재하거나 실질 크기가 미미한 사례,3.5,1,2026-07-27,Microsoft,US,에이전트·개발도구,ax_core,anti_washing,The future of work has no org chart | Microsoft Katy George,"We'll talk about where organizations get stuck moving from AI pilots to real transformation, what frontier firm leadership looks like in practice, and why the way most companies measure AI progress misses the point.",https://www.youtube.com/watch?v=r4qZz66GlNQ,transcripts/channels/Microsoft/The_future_of_work_has_no_org_chart_Microsoft_Katy_George__r4qZz66GlNQ.md
E,서사–수치 괴리 — 효과가 통계적으로만 존재하거나 실질 크기가 미미한 사례,3.5,1,2025-12-05,Databricks,US,데이터·컨텍스트·거버넌스,ax_core,anti_washing,"Unscripted: How Banks & Insurers Grow with Data, AI Agents and Open Ecosystems",MIT는 약 2주 전에 발표한 연구에서 AI 시범 사업의 95%가 실패한다고 밝혔습니다,https://www.youtube.com/watch?v=Vy5oNJgPdyQ,"transcripts/channels/Databricks/Unscripted_How_Banks_&_Insurers_Grow_with_Data,_AI_Agents_an__Vy5oNJgPdyQ.md"
E,서사–수치 괴리 — 효과가 통계적으로만 존재하거나 실질 크기가 미미한 사례,3.5,1,2025-12-18,Zapier,US,에이전트·개발도구,ax_core,anti_washing,Defining AI Fluency: A Fireside Chat With The Executives,"Uh when I get stuck building like a agent on Zapier, for example, I used AI co-pilot and I say, ""Hey, I tested it.",https://www.youtube.com/watch?v=Rq1lzDDfTrU,transcripts/channels/Zapier/Defining_AI_Fluency_A_Fireside_Chat_With_The_Executives__Rq1lzDDfTrU.md
E,서사–수치 괴리 — 효과가 통계적으로만 존재하거나 실질 크기가 미미한 사례,3.5,1,2025-11-17,Zapier,US,에이전트·개발도구,ax_core,anti_washing,How Executive Assistants Drive Strategic Impact with AI,"Zapier를 이용한 개발이 때때로 어렵게 느껴질 수 있지만, 이 코파일럿을 활용하면 대부분의 기술적인 부분을 알아서 처리해주기 때문에 실제 개발 작업은 거의 하지 않아도 된다는 점을 보여드리고 싶었습니다",https://www.youtube.com/watch?v=-gGwrSPc3tA,transcripts/channels/Zapier/How_Executive_Assistants_Drive_Strategic_Impact_with_AI__-gGwrSPc3tA.md
E,서사–수치 괴리 — 효과가 통계적으로만 존재하거나 실질 크기가 미미한 사례,3.5,1,2026-04-15,Zapier,US,에이전트·개발도구,ax_core,anti_washing,Keep up with AI: Creating Content | Build Along Workshop,"Remember, use co-pilot if you have questions or you're stuck.",https://www.youtube.com/watch?v=CwtBvpOGd78,transcripts/channels/Zapier/Keep_up_with_AI_Creating_Content_Build_Along_Workshop__CwtBvpOGd78.md
E,서사–수치 괴리 — 효과가 통계적으로만 존재하거나 실질 크기가 미미한 사례,3.5,1,2025-10-02,Zapier,,,,,The $50M Pricing Gamble and Intercom's AI Reinvention | Agents of Scale Podcast,And it's it's that type of deal that produced that more recent um was it MIT or Harvard Business Review study that said like hey 95% of like AI spend is like resulted in you know deadend pilots and I think that's like that doesn't surprise me like uh that's that's people being told to do AI so they oh quick Johnny go hire some AI stuff and they just randomly acquire a few AI tools put out a quarterly filing saying we're adopting AI and they think that that's job done.,https://www.youtube.com/watch?v=qMVhi485d8s,transcripts/channels/Zapier/The_$50M_Pricing_Gamble_and_Intercom's_AI_Reinvention_Agents__qMVhi485d8s.md
E,서사–수치 괴리 — 효과가 통계적으로만 존재하거나 실질 크기가 미미한 사례,3.5,1,2025-11-25,Zapier,US,에이전트·개발도구,ax_core,anti_washing,The Future of Content Strategy AI vs Traditional Methods,"네, 저는 항상 문제가 생기면 먼저 Co-Pilot을 사용하고, 거기서 해결하지 못하면 (대부분은 해결해 줍니다) Chat GPT로 들어가서 발생한 문제를 알려줍니다 .",https://www.youtube.com/watch?v=cvczfP7Q2r4,transcripts/channels/Zapier/The_Future_of_Content_Strategy_AI_vs_Traditional_Methods__cvczfP7Q2r4.md
E,서사–수치 괴리 — 효과가 통계적으로만 존재하거나 실질 크기가 미미한 사례,3.5,1,2026-06-12,AWS Events,,,,,A leader’s guide to advanced team structures in an agentic world | AWS Events,이 여섯 가지 실패 요인이 복합적으로 작용하여 AI 시범 사업의 95%가 의미 있는 성과를 내지 못하는 이유가 됩니다 .,https://www.youtube.com/watch?v=O7u6myBRsns,transcripts/channels/AWS_Events/A_leader’s_guide_to_advanced_team_structures_in_an_agentic_w__O7u6myBRsns.md
E,서사–수치 괴리 — 효과가 통계적으로만 존재하거나 실질 크기가 미미한 사례,3.5,1,2026-07-28,AWS Events,,,,,CCW 2026: Be the 5%: What We Learned Shipping AI at Amazon Scale,파이 AI 파일럿 프로젝트의 95%가 상용화 단계까지 도달하지 못했습니다,https://www.youtube.com/watch?v=Sww2jYuqk7w,transcripts/channels/AWS_Events/CCW_2026_Be_the_5%_What_We_Learned_Shipping_AI_at_Amazon_Sca__Sww2jYuqk7w.md
E,서사–수치 괴리 — 효과가 통계적으로만 존재하거나 실질 크기가 미미한 사례,3.5,1,2026-07-28,AWS Events,,,,,CCW 2026: How Citizens Bank is building the AI-native customer experience,"이로 인해 많은 고객들이 파일럿 모드에 머물러 있는 상황에 처하게 되었고, 제품을 상용화 단계로 전환하지 못하고 있습니다 .",https://www.youtube.com/watch?v=O_Imo9L04mo,transcripts/channels/AWS_Events/CCW_2026_How_Citizens_Bank_is_building_the_AI-native_custome__O_Imo9L04mo.md
E,서사–수치 괴리 — 효과가 통계적으로만 존재하거나 실질 크기가 미미한 사례,3.5,1,2025-06-10,Weights & Biases,US,에이전트·개발도구,ax_core,anti_washing,GitHub CEO Thomas Dohmke on Copilot and the Future of Software Development,"실리콘 밸리에서는 코디움이나 커서 같은 기술에 대한 이야기가 많이 들리는데, 코 파일럿은 실리콘 밸리 기업들 사이에서 그만큼의 영향력을 발휘하지 못하는 것 같거든요",https://www.youtube.com/watch?v=PPs5lZ2syv4,transcripts/channels/Weights_&_Biases/GitHub_CEO_Thomas_Dohmke_on_Copilot_and_the_Future_of_Softwa__PPs5lZ2syv4.md
E,서사–수치 괴리 — 효과가 통계적으로만 존재하거나 실질 크기가 미미한 사례,3.5,1,2026-05-20,Schneider Electric,FR,인프라·칩·전력,ax_core,neutral,Episode 5- What is next for circularity? | Schneider Electric,그때부터 시범 운영은 멈추고 입양이 시작되는 겁니다,https://www.youtube.com/watch?v=WX_3IjhXlvg,transcripts/channels/Schneider_Electric/Episode_5-_What_is_next_for_circularity_Schneider_Electric__WX_3IjhXlvg.md
E,서사–수치 괴리 — 효과가 통계적으로만 존재하거나 실질 크기가 미미한 사례,3.5,1,2026-06-02,Microsoft Azure,US,에이전트·개발도구,ax_adjacent,neutral,Ship at scale: Octopus Deploy on Microsoft Marketplace,대부분의 개발자들은 VS Code나 GitHub에서 Copilot 확장 프로그램을 사용하며 개발에 몰두하고 있습니다,https://www.youtube.com/watch?v=GwMw_IdB3_4,transcripts/channels/Microsoft_Azure/Ship_at_scale_Octopus_Deploy_on_Microsoft_Marketplace__GwMw_IdB3_4.md
E,서사–수치 괴리 — 효과가 통계적으로만 존재하거나 실질 크기가 미미한 사례,3.5,1,2025-07-09,Intel,US,인프라·칩·전력,ax_core,washing,"AI’s Next Frontier: Human Collaboration, Data Strategy, and Scale | Intel","마지막으로, 가치를 입증한 성공적인 파일럿 프로젝트가 실패하는 경우가 있습니다",https://www.youtube.com/watch?v=hFTRv3Va5IE,"transcripts/channels/Intel/AI’s_Next_Frontier_Human_Collaboration,_Data_Strategy,_and_S__hFTRv3Va5IE.md"
E,서사–수치 괴리 — 효과가 통계적으로만 존재하거나 실질 크기가 미미한 사례,3.5,1,2025-09-03,Intel,US,인프라·칩·전력,ax_core,neutral,Robotics at the Edge: Where AI Meets Real-World Automation | Intel,"물론 마이크로소프트 의 코파일럿 플러스 같은 운영체제 공급업체에서 나오는 것도 있겠지만, 대부분은 우리가 아직 생각지도 못한 독창적이고 창의적인 솔루션을 개발하는 소프트웨어 개발자, 즉 ISV(독립 소프트웨어 공급업체)들에 의해 주도될 것입니다 .",https://www.youtube.com/watch?v=DCFfva8Mm-c,transcripts/channels/Intel/Robotics_at_the_Edge_Where_AI_Meets_Real-World_Automation_In__DCFfva8Mm-c.md
E,서사–수치 괴리 — 효과가 통계적으로만 존재하거나 실질 크기가 미미한 사례,3.5,1,2026-03-17,Arm,UK,인프라·칩·전력,ax_core,anti_washing,Arm Viewpoints: How AI and biometrics are powering equitable immunization in Ghana,"그리고 너무나 자주 우리는 잠재력이 큰 기술들이 시범 사업이나 시험 단계에 머물러 있고, 대규모적이고 지속 가능한 영향을 미치기 위해 필요한 국가적 또는 지역적 규모에 도달하지 못하는 것을 봅니다",https://www.youtube.com/watch?v=vQBRR7c_8IM,transcripts/channels/Arm/Arm_Viewpoints_How_AI_and_biometrics_are_powering_equitable___vQBRR7c_8IM.md
E,서사–수치 괴리 — 효과가 통계적으로만 존재하거나 실질 크기가 미미한 사례,3.5,1,2026-03-06,GitHub,US,에이전트·개발도구,ax_adjacent,anti_washing,"The Download: Copilot CLI goes GA, new repo dashboard, npmx and more","만약 여러분이 Copilot 조종 실력을 향상시키고 싶지만 유튜브 튜토리얼로는 더 이상 만족하지 못한다면, 바로 이것이 여러분에게 필요한 것일지도 모릅니다",https://www.youtube.com/watch?v=1iG8kumbRcs,"transcripts/channels/GitHub/The_Download_Copilot_CLI_goes_GA,_new_repo_dashboard,_npmx_a__1iG8kumbRcs.md"
E,서사–수치 괴리 — 효과가 통계적으로만 존재하거나 실질 크기가 미미한 사례,3.5,1,2026-07-20,Siemens,DE,물리 AI·자율주행,ax_core,anti_washing,AI-Based Process Control at Scale: Pringles and Siemens on Digital Transformation in CPG,대부분의 회사는 시범 프로젝트를 통해 접근합니다,https://www.youtube.com/watch?v=-B__O2eqRYc,transcripts/channels/Siemens/AI-Based_Process_Control_at_Scale_Pringles_and_Siemens_on_Di__-B__O2eqRYc.md
E,서사–수치 괴리 — 효과가 통계적으로만 존재하거나 실질 크기가 미미한 사례,3.5,1,2025-11-10,Pinecone,US,데이터·컨텍스트·거버넌스,ax_core,anti_washing,"AI/Agents in Production with Delphi, Seam AI, and APIsec",사람들이 AI 거품의 증거로 내세웠던 또 다른 주장은 유료 파일럿 프로젝트의 95%가 실패했다는 연구 결과였습니다,https://www.youtube.com/watch?v=OSvDO9VtypU,"transcripts/channels/Pinecone/AIAgents_in_Production_with_Delphi,_Seam_AI,_and_APIsec__OSvDO9VtypU.md"
F,양방향 내생성 — 협력구조가 AX의 결과이자 원인(순환)인 발언,4.5,1,,OnePint AI,,,,,Fail Forward: Why AI Adoption Rewards the Willing,하지만 AI 덕분에 이제는 고객사들이 많은 작업을 자체적으로 처리할 수 있게 되었습니다,https://www.youtube.com/watch?v=XrD-W6013G0,transcripts/2026-08-03/Fail_Forward_Why_AI_Adoption_Rewards_the_Willing__XrD-W6013G0.md
F,양방향 내생성 — 협력구조가 AX의 결과이자 원인(순환)인 발언,4.5,1,,Cole Hastings,,,,,How AI is Ruining Education For Everyone,"AI 사용은 시간과 노력을 들여 천천히 지능을 습득하는 과정을 외주화하는 것이기 때문에, 결국 스스로 지능을 얻는 것은 불가능해집니다 .",https://www.youtube.com/watch?v=GwEjuhpo26o,transcripts/2026-08-03/How_AI_is_Ruining_Education_For_Everyone__GwEjuhpo26o.md
F,양방향 내생성 — 협력구조가 AX의 결과이자 원인(순환)인 발언,4.5,1,,머니인사이드,,,,,"""이 3가지는 필수"" AI 20년 연구한 뇌과학자가 챗GPT 쓰는 법 (카이스트 김대식 교수)",한 지금까지는 나만의 코드를 개발할 수가 없었기 때문에 대기업걸 쓰던가 뭐 외주를 주던가 오픈 소스를 주던가 아니면 그 문제를 그냥 수작업으로 풀고 있었지만 여러분들 한 명 한 명이 자신 인생에서의 또는 직장에서의 문제를 여러분들이 풀 수 있는 정말 매우 훌륭한 능력이기 때문에 절대적으로이 바이브 코딩이라고 불리는 AI 코딩은 꼭 한번 해 보셨으면 좋겠고 세 번째로는 전 여러분들이 기회가 되시면 면 이미 나와 있는 생성 AI 도구를 기반으로 여러분들만의 이야기를 AI 기술을 사용해서 5분짜리 단편 영화를 각자 하나 만들어 보시면 어떨까 하고 제안해 봅니다,https://www.youtube.com/watch?v=vDZ0ryuiYfg,transcripts/2026-08-03/이_3가지는_필수_AI_20년_연구한_뇌과학자가_챗GPT_쓰는_법_(카이스트_김대식_교수)__vDZ0ryuiYfg.md
F,양방향 내생성 — 협력구조가 AX의 결과이자 원인(순환)인 발언,4.5,1,,소수몽키,KW,(미분류),ax_adjacent,neutral,"다급해진 젠슨황의 수상한 행보, AI 내부 분열의 징조일까",지금 비즈니스적인 해석을 하자면 여기서부터 뇌피셜이라서 근만 최근에 일론머스크가 또 테라펫부터 해서 XAI 그러니까 스페이스 X AI 또 인프라 투자로 지금 본격 확장을 하고 있기 때문에 비디아의 또 주요 고객사이기 때문에 아마 그렇게 했을 수도 있고 지금 소셜 미디어 X의 토유주죠,https://www.youtube.com/watch?v=BIDb3usP_wM,"transcripts/2026-07-28/다급해진_젠슨황의_수상한_행보,_AI_내부_분열의_징조일까__BIDb3usP_wM.md"
F,양방향 내생성 — 협력구조가 AX의 결과이자 원인(순환)인 발언,4.5,1,2026-01-20,Replit,US,에이전트·개발도구,ax_core,washing,How a design leader built his app with AI,"Now, you can't outsource the decision-m to AI for the same reason you can't outsource creativity to AI because it's a sickant and it'll tell you you're amazing.",https://www.youtube.com/watch?v=27PFkvwjJ7k,transcripts/channels/Replit/How_a_design_leader_built_his_app_with_AI__27PFkvwjJ7k.md
